ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
7898988,1.62E-04,1.39E-05,4.594929,2.781549,0.44554,CLIC4,chloride intracellular channel 4
7898998,9.92E-01,9.87E-01,0.015937,-6.636398,0.0008313,RHD,Rh blood group D antigen
7899005,2.00E-04,1.82E-05,4.524883,2.524138,0.2997704,TMEM50A,transmembrane protein 50A
7899016,9.72E-01,9.58E-01,-0.052389,-6.635161,-0.0032469,SDHD,succinate dehydrogenase complex subunit D
7899018,1.66E-01,9.05E-02,-1.711053,-5.204844,-0.1128413,TMEM57,transmembrane protein 57
7899023,8.11E-04,1.02E-04,-4.064748,0.897227,-0.2659993,LDLRAP1,low density lipoprotein receptor adaptor protein 1
7899029,7.05E-01,6.09E-01,-0.513091,-6.505883,-0.0564698,MAN1C1,mannosidase alpha class 1C member 1
7899043,2.94E-02,9.49E-03,-2.650102,-3.276589,-0.1539184,SEPN1,"selenoprotein N, 1"
7899057,6.61E-05,4.58E-06,-4.875787,3.837522,-0.2049438,MTFR1L,mitochondrial fission regulator 1 like
7899069,9.14E-04,1.18E-04,-4.023574,0.757368,-0.135,,
7899071,7.60E-02,3.26E-02,-2.17001,-4.355848,-0.2647184,,
7899073,5.57E-01,4.44E-01,-0.768973,-6.343621,-0.0312584,,
7899075,9.64E-01,9.45E-01,-0.069106,-6.634151,-0.0031604,EXTL1,exostosin like glycosyltransferase 1
7899087,8.71E-03,2.00E-03,-3.182266,-1.869091,-0.2450378,PDIK1L,PDLIM1 interacting kinase 1 like
7899093,4.94E-03,9.76E-04,-3.408172,-1.209487,-0.2299658,FAM110D,family with sequence similarity 110 member D
7899096,1.13E-02,2.78E-03,-3.074481,-2.17113,-0.2409687,ZNF593,zinc finger protein 593
7899101,7.14E-01,6.20E-01,0.497839,-6.513523,0.0343698,CNKSR1,connector enhancer of kinase suppressor of Ras 1
7899124,8.18E-01,7.46E-01,-0.325535,-6.58389,-0.0107333,CATSPER4,cation channel sperm associated 4
7899134,3.00E-01,1.96E-01,1.303799,-5.799651,0.0741709,CEP85,centrosomal protein 85
7899151,2.42E-01,1.48E-01,-1.45848,-5.591755,-0.0610758,,
7899153,7.75E-05,5.53E-06,4.828659,3.65775,0.303166,SH3BGRL3,SH3 domain binding glutamate rich protein like 3
7899160,9.29E-02,4.24E-02,2.058243,-4.579516,0.310082,CD52,CD52 molecule
7899167,9.56E-01,9.34E-01,-0.083013,-6.6331,-0.0033096,LIN28A,lin-28 homolog A
7899173,1.29E-01,6.48E-02,1.869563,-4.932558,0.1090071,DHDDS,dehydrodolichyl diphosphate synthase subunit
7899187,4.39E-01,3.24E-01,-0.991125,-6.150994,-0.1218127,HMGN2,high mobility group nucleosomal binding domain 2
7899192,4.21E-02,1.51E-02,2.477363,-3.686577,0.1679047,RPS6KA1,ribosomal protein S6 kinase A1
7899220,3.65E-01,2.54E-01,-1.148819,-5.985419,-0.0541529,ARID1A,AT-rich interaction domain 1A
7899244,9.55E-01,9.32E-01,0.08551,-6.632891,0.0032813,PIGV,phosphatidylinositol glycan anchor biosynthesis class V
7899251,6.02E-01,4.92E-01,-0.689813,-6.40067,-0.024034,,
7899253,3.24E-01,2.17E-01,1.242917,-5.875333,0.0735113,ZDHHC18///ZDHHC18,zinc finger DHHC-type containing 18///zinc finger DHHC-type containing 18
7899265,9.49E-11,1.71E-13,8.649756,20.329469,0.9898004,SFN,stratifin
7899273,5.49E-01,4.35E-01,0.783434,-6.332539,0.0461213,NUDC,"nuclear distribution C, dynein complex regulator"
7899284,9.78E-04,1.29E-04,3.998695,0.673334,0.3275907,TRNP1,TMF1-regulated nuclear protein 1
7899287,9.92E-03,2.37E-03,-3.12761,-2.023294,-0.2159098,,
7899289,1.51E-02,4.03E-03,-2.950995,-2.506786,-0.1410009,WDTC1,WD and tetratricopeptide repeats 1
7899310,2.91E-01,1.88E-01,-1.326291,-5.770809,-0.0564764,TMEM222,transmembrane protein 222
7899323,1.63E-01,8.80E-02,-1.724819,-5.182088,-0.1040787,SYTL1,synaptotagmin like 1
7899343,1.06E-02,2.58E-03,-3.099512,-2.101734,-0.211804,GPR3,G protein-coupled receptor 3
7899346,1.48E-01,7.78E-02,-1.783784,-5.082694,-0.091178,TMA7,translation machinery associated 7 homolog
7899348,1.42E-02,3.71E-03,-2.978609,-2.432703,-0.1070724,,
7899350,8.82E-02,3.97E-02,-2.087293,-4.522411,-0.097828,FAM76A,family with sequence similarity 76 member A
7899361,8.24E-01,7.54E-01,-0.314692,-6.587336,-0.0243551,STX12,syntaxin 12
7899375,1.13E-02,2.79E-03,-3.07366,-2.1734,-0.2566607,,
7899377,3.53E-01,2.43E-01,1.175861,-5.954641,0.0487329,PPP1R8,protein phosphatase 1 regulatory subunit 8
7899392,3.94E-02,1.39E-02,-2.509576,-3.611935,-0.1053753,SCARNA1,small Cajal body-specific RNA 1
7899394,9.54E-02,4.39E-02,2.043165,-4.608869,0.2314936,THEMIS2,thymocyte selection associated family member 2
7899407,1.59E-02,4.33E-03,-2.926773,-2.571301,-0.4664922,SMPDL3B,sphingomyelin phosphodiesterase acid like 3B
7899417,4.96E-02,1.88E-02,-2.393177,-3.877666,-0.1562976,XKR8,XK related 8
7899422,6.28E-01,5.21E-01,0.64487,-6.430333,0.039118,,
7899424,1.12E-01,5.40E-02,-1.951983,-4.782171,-0.1152553,ATPIF1,ATPase inhibitory factor 1
7899436,5.39E-02,2.09E-02,-2.351158,-3.970872,-0.1383422,SESN2,sestrin 2
7899448,8.71E-01,8.15E-01,0.234602,-6.609181,0.0118267,MED18,mediator complex subunit 18
7899455,4.18E-01,3.03E-01,-1.035373,-6.106937,-0.0719889,PHACTR4,phosphatase and actin regulator 4
7899462,1.51E-04,1.27E-05,4.617739,2.865899,0.3140138,RCC1///SNHG3///RCC1,regulator of chromosome condensation 1///small nucleolar RNA host gene 3///regulator of chromosome condensation 1
7899480,1.04E-01,4.90E-02,1.995623,-4.700131,0.261292,SNHG3///SNORA73A,"small nucleolar RNA host gene 3///small nucleolar RNA, H/ACA box 73A"
7899484,8.22E-01,7.50E-01,-0.3195,-6.585822,-0.0310767,,
7899486,1.33E-01,6.73E-02,1.851956,-4.963908,0.0820409,TRNAU1AP,tRNA selenocysteine 1 associated protein 1
7899499,1.26E-02,3.17E-03,3.031153,-2.290178,0.2020731,RAB42,"RAB42, member RAS oncogene family"
7899502,1.02E-03,1.35E-04,-3.985914,0.630306,-0.3148111,RNU11,"RNA, U11 small nuclear"
7899504,2.25E-02,6.71E-03,2.774616,-2.966458,0.1595149,GMEB1,glucocorticoid modulatory element binding protein 1
7899517,2.60E-01,1.63E-01,1.407833,-5.662281,0.0562367,,
7899519,5.57E-01,4.43E-01,-0.769664,-6.343096,-0.0313033,YTHDF2,YTH N6-methyladenosine RNA binding protein 2
7899528,7.34E-03,1.61E-03,-3.252069,-1.669067,-0.1793327,OPRD1,opioid receptor delta 1
7899534,1.85E-04,1.65E-05,-4.550024,2.616244,-0.3146518,EPB41,erythrocyte membrane protein band 4.1
7899560,4.34E-01,3.19E-01,-1.002842,-6.139511,-0.0450876,,
7899562,1.03E-03,1.38E-04,3.980044,0.610577,0.3447809,PTPRU,"protein tyrosine phosphatase, receptor type U"
7899595,8.07E-01,7.31E-01,-0.345457,-6.577255,-0.0158467,MATN1-AS1,MATN1 antisense RNA 1
7899600,2.23E-01,1.33E-01,-1.517026,-5.507273,-0.0917958,,
7899602,8.24E-01,7.53E-01,-0.316213,-6.58686,-0.0122756,,
7899604,1.29E-01,6.52E-02,1.866414,-4.938186,0.0841807,ZCCHC17,zinc finger CCHC-type containing 17
7899615,1.04E-06,2.57E-08,6.098025,8.807485,0.7997544,SERINC2,serine incorporator 2
7899627,1.42E-05,6.63E-07,5.346111,5.684185,0.5956098,TINAGL1,tubulointerstitial nephritis antigen like 1
7899643,4.97E-01,3.81E-01,-0.880394,-6.252983,-0.0463249,HCRTR1,hypocretin receptor 1
7899654,1.37E-04,1.12E-05,4.649069,2.982171,0.2160622,KHDRBS1,"KH RNA binding domain containing, signal transduction associated 1"
7899675,7.69E-01,6.85E-01,0.407431,-6.554103,0.0164064,TMEM39B,transmembrane protein 39B
7899688,3.69E-03,6.69E-04,3.523333,-0.859842,0.2308391,KPNA6,karyopherin subunit alpha 6
7899703,9.15E-02,4.16E-02,2.067197,-4.561993,0.1384071,TXLNA,taxilin alpha
7899719,2.38E-01,1.44E-01,-1.472008,-5.572515,-0.0687709,CCDC28B,coiled-coil domain containing 28B
7899727,2.95E-01,1.92E-01,-1.315793,-5.78433,-0.0648318,IQCC,IQ motif containing C
7899737,2.24E-02,6.66E-03,2.776843,-2.960803,0.1691982,EIF3I,eukaryotic translation initiation factor 3 subunit I
7899750,6.80E-02,2.82E-02,-2.229618,-4.23221,-0.1052176,FAM167B,family with sequence similarity 167 member B
7899753,7.21E-02,3.04E-02,2.198955,-4.296185,0.1492384,LCK,"LCK proto-oncogene, Src family tyrosine kinase"
7899774,1.86E-06,5.22E-08,5.937268,8.124343,0.5489349,HDAC1,histone deacetylase 1
7899790,2.90E-01,1.87E-01,-1.328146,-5.76841,-0.0762158,TSSK3,testis specific serine kinase 3
7899795,1.37E-02,3.54E-03,-2.994093,-2.390914,-0.1782316,,
7899797,2.71E-02,8.57E-03,2.68688,-3.186244,0.0988709,ZBTB8B///ZBTB8A,zinc finger and BTB domain containing 8B///zinc finger and BTB domain containing 8A
7899811,4.20E-01,3.05E-01,-1.031469,-6.1109,-0.02384,,
7899813,5.92E-01,4.81E-01,-0.706819,-6.388931,-0.0365171,RBBP4,"RB binding protein 4, chromatin remodeling factor"
7899821,7.95E-01,7.16E-01,0.364783,-6.570443,0.0305809,KIAA1522,KIAA1522
7899829,1.16E-02,2.86E-03,3.065361,-2.196301,0.1754869,S100PBP,S100P binding protein
7899841,3.90E-03,7.19E-04,-3.501457,-0.92694,-0.2012767,HPCA,hippocalcin
7899849,4.51E-01,3.35E-01,-0.968885,-6.172427,-0.0458391,,
7899851,4.14E-04,4.48E-05,4.288286,1.6733,0.2477038,AZIN2,antizyme inhibitor 2
7899870,9.37E-01,9.06E-01,0.118434,-6.629554,0.0069122,ZNF362,zinc finger protein 362
7899882,1.43E-01,7.45E-02,-1.803951,-5.047985,-0.1022938,,
7899884,6.30E-01,5.23E-01,0.641882,-6.432236,0.0276198,ZSCAN20,zinc finger and SCAN domain containing 20
7899898,4.73E-02,1.76E-02,-2.416946,-3.824301,-0.102646,HMGB4,high mobility group box 4
7899905,5.25E-02,2.02E-02,-2.364677,-3.941044,-0.1337031,HMGB4,high mobility group box 4
7899909,5.48E-01,4.34E-01,0.785144,-6.331216,0.0818436,,
7899911,1.30E-01,6.57E-02,-1.862772,-4.944682,-0.0946329,C1orf94,chromosome 1 open reading frame 94
7899921,2.81E-01,1.80E-01,1.35072,-5.738948,0.1089933,GJB5,gap junction protein beta 5
7899927,5.38E-04,6.16E-05,4.202287,1.371435,0.3399038,GJB4,gap junction protein beta 4
7899932,2.08E-04,1.93E-05,4.510438,2.471358,0.2781649,GJB3,gap junction protein beta 3
7899939,1.38E-02,3.57E-03,-2.991536,-2.397828,-0.2353658,GJA4,gap junction protein alpha 4
7899943,6.87E-03,1.48E-03,3.278374,-1.592804,0.2383398,ZMYM1,zinc finger MYM-type containing 1
7899955,8.13E-01,7.38E-01,-0.335028,-6.580777,-0.0265029,,
7899957,8.34E-01,7.66E-01,-0.298666,-6.592216,-0.0172193,ZMYM4,zinc finger MYM-type containing 4
7899988,7.94E-01,7.15E-01,-0.366746,-6.569731,-0.0107273,,
7899990,8.04E-01,7.27E-01,0.349992,-6.57569,0.0168791,NCDN,neurochondrin
7900001,1.38E-01,7.06E-02,-1.829268,-5.003899,-0.0860578,TFAP2E,transcription factor AP-2 epsilon
7900009,1.64E-02,4.50E-03,2.913185,-2.607301,0.1745724,AGO4,"argonaute 4, RISC catalytic component"
7900030,4.22E-01,3.07E-01,1.028164,-6.114243,0.0533704,AGO1,"argonaute 1, RISC catalytic component"
7900051,2.64E-01,1.66E-01,-1.39633,-5.677967,-0.07793,AGO3,"argonaute 3, RISC catalytic component"
7900076,1.48E-01,7.79E-02,-1.782916,-5.08418,-0.1019016,TEKT2,tektin 2
7900087,1.93E-01,1.09E-01,1.616314,-5.356797,0.0767564,ADPRHL2,ADP-ribosylhydrolase like 2
7900095,9.18E-04,1.19E-04,4.021779,0.751291,0.2748256,MAP7D1,MAP7 domain containing 1
7900119,2.57E-01,1.60E-01,1.417132,-5.649511,0.0683318,THRAP3,thyroid hormone receptor associated protein 3
7900129,3.66E-05,2.21E-06,5.054949,4.529997,0.377736,SH3D21,SH3 domain containing 21
7900144,1.24E-01,6.18E-02,-1.89115,-4.893747,-0.0563604,,
7900146,9.57E-05,7.28E-06,4.759597,3.396153,0.3721667,ZC3H12A,zinc finger CCCH-type containing 12A
7900157,7.05E-01,6.09E-01,-0.513868,-6.505487,-0.0282082,RPS27///RPS27,ribosomal protein S27///ribosomal protein S27
7900159,1.86E-04,1.66E-05,-4.548239,2.609697,-0.4506747,DNALI1,dynein axonemal light intermediate chain 1
7900167,1.30E-03,1.84E-04,3.899175,0.340847,0.2438782,CDCA8,cell division cycle associated 8
7900181,4.53E-02,1.66E-02,-2.439914,-3.772294,-0.0865931,,
7900183,3.80E-01,2.67E-01,-1.116444,-6.02135,-0.0895851,MANEAL,mannosidase endo-alpha like
7900192,1.99E-01,1.15E-01,-1.593554,-5.392088,-0.1189136,C1orf122,chromosome 1 open reading frame 122
7900197,4.42E-01,3.26E-01,0.986747,-6.155251,0.0357704,,
7900201,3.45E-01,2.36E-01,1.192924,-5.934865,0.0957209,UTP11,"UTP11, small subunit processome component homolog (S. cerevisiae)"
7900212,3.61E-01,2.50E-01,-1.157458,-5.975661,-0.0468682,,
7900214,4.12E-01,2.97E-01,-1.048674,-6.093327,-0.0346618,,
7900216,5.56E-01,4.43E-01,-0.770471,-6.342483,-0.0417844,AKIRIN1,akirin 1
7900228,2.55E-01,1.58E-01,1.423065,-5.641322,0.0881733,NDUFS5///SNORA70///RPL10///DNASE1L1,"NADH:ubiquinone oxidoreductase subunit S5///small nucleolar RNA, H/ACA box 70///ribosomal protein L10///deoxyribonuclease 1 like 1"
7900235,5.66E-04,6.60E-05,4.183916,1.307481,0.3705591,MACF1,microtubule-actin crosslinking factor 1
7900336,7.85E-04,9.79E-05,4.076041,0.935758,0.3476009,,
7900340,9.22E-04,1.20E-04,4.020099,0.74561,0.4022198,BMP8A,bone morphogenetic protein 8a
7900350,1.86E-01,1.04E-01,1.641557,-5.317105,0.2054264,,
7900352,2.79E-01,1.78E-01,-1.357164,-5.73045,-0.0595369,OXCT2P1///OXCT2,3-oxoacid CoA-transferase 2 pseudogene 1///3-oxoacid CoA-transferase 2
7900354,2.44E-02,7.45E-03,2.737229,-3.060844,0.1238713,PPIE,peptidylprolyl isomerase E
7900365,1.74E-05,8.58E-07,5.28442,5.436797,0.6309044,MFSD2A///MFSD2A,major facilitator superfamily domain containing 2A///major facilitator superfamily domain containing 2A
7900382,8.56E-09,6.26E-11,7.410553,14.61636,0.7629449,CAP1,adenylate cyclase associated protein 1
7900395,3.06E-02,1.00E-02,2.630481,-3.324354,0.2127596,RLF,rearranged L-myc fusion
7900405,6.10E-01,5.01E-01,-0.67555,-6.410299,-0.0227478,,
7900407,8.36E-02,3.70E-02,-2.116879,-4.463508,-0.0810473,,
7900409,1.17E-01,5.72E-02,-1.926328,-4.829622,-0.0885236,TMCO2,transmembrane and coiled-coil domains 2
7900413,1.44E-02,3.80E-03,2.970294,-2.45507,0.2641502,ZMPSTE24,zinc metallopeptidase STE24
7900426,8.59E-01,7.98E-01,-0.25646,-6.60385,-0.0281889,SMAP2,small ArfGAP2
7900438,8.80E-01,8.26E-01,-0.220247,-6.612424,-0.0120047,ZFP69B,ZFP69 zinc finger protein B
7900446,6.24E-01,5.16E-01,-0.651506,-6.426078,-0.0274038,ZFP69,ZFP69 zinc finger protein
7900454,8.37E-01,7.70E-01,-0.293796,-6.593648,-0.0140313,EXO5,exonuclease 5
7900461,8.75E-05,6.47E-06,-4.788984,3.507195,-0.224652,ZNF684,zinc finger protein 684
7900468,3.19E-01,2.13E-01,-1.255157,-5.860398,-0.0508029,NFYC,nuclear transcription factor Y subunit gamma
7900488,1.68E-05,8.22E-07,-5.294565,5.477378,-0.2951509,MIR30E,microRNA 30e
7900490,2.09E-01,1.22E-01,-1.56017,-5.442995,-0.0772411,MIR30C1,microRNA 30c-1
7900492,1.40E-01,7.25E-02,-1.817031,-5.02528,-0.0882322,KCNQ4,potassium voltage-gated channel subfamily Q member 4
7900508,5.74E-01,4.62E-01,-0.739111,-6.365861,-0.0580551,,
7900510,2.82E-02,9.00E-03,2.669482,-3.229116,0.2777476,CTPS1,CTP synthase 1
7900531,4.63E-01,3.48E-01,-0.944114,-6.195739,-0.0508438,GUCA2B,guanylate cyclase activator 2B
7900538,5.61E-04,6.52E-05,-4.186928,1.317955,-0.3637469,,
7900540,4.53E-02,1.67E-02,-2.439374,-3.773523,-0.1535838,RIMKLA,ribosomal modification protein rimK like family member A
7900546,4.93E-01,3.78E-01,-0.886814,-6.247393,-0.0486871,PPCS,phosphopantothenoylcysteine synthetase
7900555,8.84E-04,1.13E-04,-4.035248,0.796922,-0.326908,CCDC30,coiled-coil domain containing 30
7900576,1.97E-03,3.08E-04,3.752481,-0.138349,0.2720431,PPIH,peptidylprolyl isomerase H
7900585,4.56E-01,3.41E-01,0.957221,-6.183478,0.0483558,YBX1,Y-box binding protein 1
7900597,7.19E-01,6.25E-01,0.489979,-6.517371,0.0247504,C1orf50,chromosome 1 open reading frame 50
7900603,5.66E-02,2.22E-02,-2.325882,-4.026234,-0.1012327,LOC100129924,uncharacterized LOC100129924
7900609,3.49E-02,1.19E-02,-2.566848,-3.477164,-0.137034,ERMAP,erythroblast membrane associated protein (Scianna blood group)
7900624,1.47E-01,7.73E-02,-1.786927,-5.077308,-0.0890913,ZNF691,zinc finger protein 691
7900633,4.26E-02,1.54E-02,2.470482,-3.702413,0.096836,,
7900635,2.80E-01,1.79E-01,-1.353897,-5.734763,-0.0738144,FAM183A,family with sequence similarity 183 member A
7900639,8.00E-03,1.80E-03,-3.216567,-1.771231,-0.1450969,CFAP57,cilia and flagella associated protein 57
7900652,8.79E-01,8.25E-01,0.221437,-6.612163,0.0098473,,
7900654,1.20E-02,3.00E-03,-3.050073,-2.238363,-0.2937216,TMEM125,transmembrane protein 125
7900658,6.47E-01,5.42E-01,-0.611751,-6.450926,-0.0616887,TIE1,tyrosine kinase with immunoglobulin like and EGF like domains 1
7900683,8.87E-04,1.14E-04,-4.033857,0.792203,-0.1697398,MPL,"MPL proto-oncogene, thrombopoietin receptor"
7900699,6.48E-04,7.77E-05,4.139419,1.153353,0.374164,CDC20,cell division cycle 20
7900710,3.93E-01,2.79E-01,-1.089169,-6.050845,-0.0418742,SZT2,seizure threshold 2 homolog (mouse)
7900792,4.18E-02,1.49E-02,2.480953,-3.6783,0.2465916,PTPRF,"protein tyrosine phosphatase, receptor type F"
7900833,1.53E-01,8.12E-02,1.763335,-5.117517,0.1154364,KDM4A,lysine demethylase 4A
7900857,5.07E-01,3.91E-01,-0.862127,-6.268668,-0.0607813,ST3GAL3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
7900876,3.27E-01,2.20E-01,-1.23553,-5.884278,-0.0462716,,
7900878,2.54E-02,7.86E-03,-2.71827,-3.108297,-0.1596633,ARTN,artemin
7900888,3.40E-01,2.31E-01,1.204704,-5.92105,0.0636947,IPO13,importin 13
7900911,5.14E-01,3.99E-01,-0.847972,-6.280601,-0.0404331,DPH2,DPH2 homolog
7900922,3.01E-01,1.97E-01,1.298979,-5.80577,0.0864064,ATP6V0B,ATPase H+ transporting V0 subunit b
7900931,7.08E-01,6.13E-01,-0.508038,-6.508439,-0.0311364,B4GALT2,"beta-1,4-galactosyltransferase 2"
7900944,3.98E-01,2.84E-01,-1.078799,-6.061873,-0.0516729,CCDC24,coiled-coil domain containing 24
7900957,5.73E-02,2.26E-02,-2.319189,-4.040805,-0.1168162,KLF17,Kruppel like factor 17
7900962,1.75E-02,4.90E-03,-2.884247,-2.68351,-0.1358753,DMAP1,DNA methyltransferase 1 associated protein 1
7900977,1.94E-01,1.10E-01,-1.612311,-5.363038,-0.0468722,,
7900979,2.17E-02,6.41E-03,2.790535,-2.925942,0.1189849,RNF220,ring finger protein 220
7900999,1.21E-02,3.02E-03,-3.047903,-2.24432,-0.1192022,C1orf228,chromosome 1 open reading frame 228
7901010,5.96E-05,4.03E-06,4.907694,3.959808,0.499352,KIF2C,kinesin family member 2C
7901036,6.25E-02,2.53E-02,-2.274346,-4.13747,-0.0640533,,
7901038,7.41E-03,1.63E-03,-3.247603,-1.681968,-0.1459169,RPS8,ribosomal protein S8
7901046,3.78E-01,2.65E-01,1.121029,-6.016321,0.0833951,SNORD55,"small nucleolar RNA, C/D box 55"
7901048,7.27E-01,6.35E-01,-0.476336,-6.523906,-0.029724,SNORD46,"small nucleolar RNA, C/D box 46"
7901050,1.65E-01,8.97E-02,1.715038,-5.198273,0.0990078,SNORD38A,"small nucleolar RNA, C/D box 38A"
7901052,2.38E-01,1.44E-01,1.472003,-5.572523,0.1331704,SNORD38B,"small nucleolar RNA, C/D box 38B"
7901054,6.17E-02,2.49E-02,2.281435,-4.122301,0.3055307,PLK3,polo like kinase 3
7901071,4.71E-02,1.75E-02,-2.419811,-3.817837,-0.0870202,,
7901073,8.33E-01,7.64E-01,0.301185,-6.591466,0.0169224,UROD,uroporphyrinogen decarboxylase
7901087,9.48E-01,9.22E-01,-0.098022,-6.63175,-0.00673,HPDL,4-hydroxyphenylpyruvate dioxygenase like
7901091,8.89E-01,8.40E-01,-0.202893,-6.616071,-0.01302,TOE1,"target of EGR1, member 1 (nuclear)"
7901102,1.85E-01,1.04E-01,-1.643424,-5.314146,-0.0967502,MMACHC,"methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria"
7901110,2.72E-01,1.72E-01,1.376568,-5.704627,0.0966698,AKR1A1,aldo-keto reductase family 1 member A1
7901123,1.25E-01,6.26E-02,1.885036,-4.904782,0.1478022,NASP,nuclear autoantigenic sperm protein
7901135,2.36E-01,1.43E-01,1.477385,-5.564821,0.1092589,TMEM69,transmembrane protein 69
7901140,1.38E-06,3.65E-08,6.018478,8.468496,0.5228818,MAST2,microtubule associated serine/threonine kinase 2
7901175,1.63E-14,2.49E-18,10.967942,31.095685,2.7266844,TSPAN1,tetraspanin 1
7901187,2.04E-01,1.18E-01,1.579131,-5.414206,0.0944169,LURAP1,leucine rich adaptor protein 1
7901192,1.66E-05,8.10E-07,5.298226,5.492032,0.3264853,RAD54L,RAD54-like (S. cerevisiae)
7901212,1.16E-01,5.68E-02,1.929144,-4.824442,0.1765651,UQCRH,ubiquinol-cytochrome c reductase hinge protein
7901219,2.39E-01,1.46E-01,1.467348,-5.579163,0.0644784,NSUN4,NOP2/Sun RNA methyltransferase family member 4
7901227,1.68E-03,2.55E-04,-3.806822,0.037623,-0.1560464,,
7901229,3.24E-02,1.08E-02,-2.603486,-3.389575,-0.1559829,FAAH,fatty acid amide hydrolase
7901247,6.14E-01,5.05E-01,-0.669298,-6.414456,-0.0298773,DMBX1,diencephalon/mesencephalon homeobox 1
7901253,3.38E-01,2.30E-01,-1.208488,-5.916584,-0.059336,TEX38,testis expressed 38
7901256,8.76E-01,8.21E-01,0.226344,-6.611071,0.0231144,CYP4B1,cytochrome P450 family 4 subfamily B member 1
7901272,4.30E-01,3.15E-01,-1.010688,-6.131748,-0.1404436,CYP4X1,cytochrome P450 family 4 subfamily X member 1
7901287,2.34E-01,1.42E-01,-1.48288,-5.55693,-0.0754656,CYP4Z1,cytochrome P450 family 4 subfamily Z member 1
7901293,3.71E-02,1.28E-02,-2.538399,-3.544439,-0.1594804,CYP4A22,cytochrome P450 family 4 subfamily A member 22
7901299,2.06E-01,1.20E-01,1.570348,-5.427583,0.1076067,CMPK1,cytidine/uridine monophosphate kinase 1
7901309,3.12E-03,5.42E-04,-3.586602,-0.664013,-0.2520291,FOXE3,forkhead box E3
7901311,2.86E-02,9.16E-03,2.663084,-3.244821,0.1695258,FOXD2,forkhead box D2
7901314,9.44E-01,9.17E-01,-0.10401,-6.631149,-0.0052698,,
7901316,5.67E-05,3.77E-06,-4.923665,4.021189,-0.4551289,SLC5A9,solute carrier family 5 member 9
7901334,1.29E-01,6.51E-02,-1.867429,-4.936373,-0.0581889,,
7901336,5.83E-03,1.20E-03,-3.343117,-1.403052,-0.3193376,STRADB,STE20-related kinase adaptor beta
7901338,5.15E-02,1.96E-02,-2.375163,-3.917804,-0.0755418,,
7901340,5.85E-01,4.73E-01,-0.720858,-6.379026,-0.0311529,,
7901342,2.70E-04,2.66E-05,-4.426429,2.166529,-0.4380091,ELAVL4,ELAV like neuron-specific RNA binding protein 4
7901357,1.11E-01,5.37E-02,-1.954603,-4.777292,-0.1270184,,
7901359,3.51E-01,2.41E-01,-1.179902,-5.949983,-0.0279336,,
7901361,5.36E-03,1.08E-03,-3.375519,-1.307004,-0.176992,,
7901363,4.47E-01,3.31E-01,-0.976899,-6.164759,-0.0442942,CDKN2C,cyclin dependent kinase inhibitor 2C
